n_wait,rep_n,agent_type,p_delayed
4,22,MB,0.5183772887690484
4,22,MF,0.005105520797402335
4,23,MB,0.1463400067912011
4,23,MF,0.0008588427129579759
4,24,MB,0.013427901716119326
4,24,MF,0.0010589773822868344
4,25,MB,0.4955225810362658
4,25,MF,0.0006631192428011763
4,26,MB,0.01196825844098746
4,26,MF,0.0002209636012804137
4,27,MB,0.010346855254045951
4,27,MF,0.00022893311951411888
4,28,MB,0.16294869580988172
4,28,MF,0.9022969361586598
4,29,MB,0.5415966668932835
4,29,MF,0.002742274735641149
4,30,MB,0.01211529802079886
4,30,MF,0.0016176552681735706
4,31,MB,0.3912595284378858
4,31,MF,0.10076254649304023
4,32,MB,0.01237513374026279
4,32,MF,0.002190459539569969
4,33,MB,0.11485347253391724
